ngramme	nfeatures	precision	test_time
1	3000	62.21	1.00
1	6000	62.32	1.01
1	9000	62.87	1.05
1	12000	62.27	0.98
1	15000	62.21	0.99
1	18000	62.21	0.99
1	21000	62.21	0.99
1	24000	62.21	1.00
1	27000	62.21	0.99
1	30000	62.21	0.99
2	3000	60.61	1.78
2	6000	60.66	1.83
2	9000	61.05	1.83
2	12000	61.33	1.80
2	15000	61.49	1.79
2	18000	60.83	1.81
2	21000	61.22	1.82
2	24000	61.49	1.89
2	27000	62.21	1.80
2	30000	62.43	1.79
3	3000	60.33	2.61
3	6000	60.50	2.59
3	9000	60.77	2.56
3	12000	61.10	2.57
3	15000	61.44	2.63
3	18000	61.33	2.59
3	21000	61.33	2.56
3	24000	61.44	2.63
3	27000	62.10	2.63
3	30000	62.49	2.70
